symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
AARTIIND,aartiindustries,AI45,1685.01,194.14,124.48,11.52,1972.02,283.18,189.07,14.36,1755.64,262.05,193.75,14.93,2375.98,894.54,772.54,37.65,1551.58,239.23,176.05,15.42,1316.76,245.27,165.08,18.63,1209.35,194.67,139.34,16.1,1186.78,226.72,169.18,19.1,1172.64,199.31,143.5,17.0,937.33,130.22,83.2,13.89,1076.15,170.07,110.35,15.8,1218.48,207.54,142.71,17.03,1076.82,213.98,151.78,19.87,1135.49,209.37,141.92,18.44,1279.15,205.2,127.13,16.04,1276.03,213.49,139.69,16.73,1326.47,222.32,138.58,16.76,1132.57,160.21,93.21,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTISURF,aartisurfactantslimited,ASL08,151.77,5.12,0.32,3.37,158.13,8.62,3.71,5.45,151.4,2.17,2.37,1.43,135.15,5.26,-2.23,3.89,139.82,4.1,0.83,2.93,149.15,8.24,4.52,5.52,126.17,8.5,5.69,6.74,106.66,8.44,4.78,7.91,111.89,9.1,6.59,8.13,121.05,7.31,4.57,6.04,89.13,5.95,3.33,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARVEEDEN,aarveedenimexports,ADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.93,8.3,7.88,7.04,110.31,4.89,-8.19,4.43,166.97,-3.01,-16.64,-1.8,167.12,-12.73,-24.97,-7.62,179.93,14.16,0.4,7.87,175.72,12.94,0.32,7.36,176.57,11.65,-0.2,6.6,215.67,12.27,0.57,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARVI,aarviencon,AE19,112.65,5.48,4.09,4.86,106.64,4.67,4.32,4.38,90.99,3.01,2.66,3.31,73.69,4.0,3.82,5.43,65.39,3.51,3.37,5.37,58.49,2.36,2.21,4.03,56.99,2.75,3.03,4.83,49.79,2.37,2.65,4.76,46.58,2.44,1.93,5.24,48.43,3.32,2.85,6.86,68.66,4.08,4.06,5.94,50.79,1.66,1.2,3.27,51.33,2.73,2.17,5.32,47.27,0.08,-0.26,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAVAS,aavasfinanciers,AF17,394.85,278.57,106.64,70.55,352.86,249.11,89.05,70.6,365.09,269.48,115.47,73.81,342.58,240.11,88.76,70.09,324.85,234.01,91.9,72.04,271.93,186.59,59.05,68.62,289.45,209.93,87.45,72.53,309.98,227.19,85.46,73.29,270.43,198.78,66.04,73.51,233.51,174.9,49.97,74.9,234.42,163.5,59.73,69.75,239.37,175.36,67.92,73.26,231.24,174.36,76.04,75.4,197.52,144.79,45.36,73.3,204.3,149.15,54.33,73.01,194.79,144.27,56.3,74.06,163.82,119.37,35.32,72.87,147.11,100.87,30.08,68.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL,adityabirlacapital,ABC9,6825.01,1653.11,382.27,24.22,5590.28,1478.89,372.05,26.45,6616.85,1394.46,381.95,21.07,5705.53,1536.94,478.68,26.94,5593.22,1303.82,267.8,23.31,4298.99,1174.51,190.73,27.32,5586.83,1305.92,303.6,23.37,5025.98,1261.24,208.18,25.09,4589.12,1307.67,188.16,28.5,4034.55,1299.8,137.32,32.22,4844.87,1211.38,75.65,25.0,4325.72,1418.36,174.91,32.79,3975.94,1463.27,167.46,36.8,3645.75,1552.83,197.18,42.59,4729.82,1456.36,188.29,30.79,3780.16,1378.75,138.72,36.47,3590.46,1242.87,117.18,34.62,3062.72,1195.78,150.05,39.04,,,,,4202.97,1228.71,248.82,29.23,3325.02,417.75,262.86,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLAMONEY,adityabirlamoney,ABM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.11,10.98,2.36,25.47,42.14,8.5,2.02,20.17,,,,,43.47,7.52,3.21,17.3,42.81,6.14,2.85,14.34,26.94,2.94,1.71,10.91,25.33,2.91,1.26,11.49,36.11,4.6,2.27,12.74,34.05,2.69,1.73,7.9,27.31,4.64,2.95,16.99,25.17,4.71,3.0,18.71,27.86,3.82,2.61,13.71,23.02,0.35,-1.28,1.52,22.46,2.77,-0.06,12.33,22.71,1.77,0.42,7.79,27.58,1.86,0.96,6.74,26.73,1.3,0.77,4.86,26.67,2.15,2.15,8.06,25.43,2.28,2.02,8.97,18.17,-0.48,-1.03,-2.64,16.58,-1.58,-1.69,-9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABIRLANUVO,adityabirlanuvo,ABN01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3271.25,670.65,116.91,20.5,3091.32,686.01,485.83,22.19,,,,,,,,,4287.12,292.68,187.05,6.83,3262.58,900.62,199.04,27.6,3417.03,1001.94,250.88,29.32,3041.3,927.45,232.41,30.5,3660.48,312.59,143.08,8.54,2954.96,737.11,141.02,24.94,6957.36,1062.6,342.95,15.27,6539.35,1032.12,392.32,15.78,6493.76,1134.67,477.78,17.47,6126.56,867.77,278.05,14.16,7049.92,833.47,182.9,11.82,6467.55,899.38,375.94,13.91,6424.36,819.17,307.37,12.75,5680.14,786.19,355.6,13.84,6906.92,707.43,199.1,10.24,6234.74,774.39,375.09,12.42,5921.39,702.93,342.11,11.87,5253.58,619.87,307.08,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABAN,abanoffshore,AO04,94.88,-17.22,-207.48,-18.15,149.96,65.61,-212.76,43.75,128.33,-1078.27,-1345.32,-840.23,136.58,-36.01,-326.94,-26.37,140.28,-14.27,-247.88,-10.17,193.15,18.09,-255.85,9.37,264.59,-1072.54,-1283.05,-405.36,214.36,0.54,-281.17,0.25,293.66,76.5,-194.23,26.05,296.87,75.41,-214.38,25.4,354.39,-7808.02,-7805.31,-2203.23,304.96,-130.76,-416.02,-42.88,177.89,-121.03,-364.03,-68.04,136.8,-137.11,-386.41,-100.23,138.9,-3812.68,-4129.32,-2744.91,194.25,-152.91,-447.59,-78.72,219.81,-86.54,-381.43,-39.37,295.31,-27.75,-312.77,-9.4,,,,,328.36,-1266.37,-1780.3,-385.67,376.06,-52.19,-332.62,-13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,abbindia,ABB,,,,,2081.63,205.95,145.67,9.89,1960.42,199.41,79.66,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.76,117.11,135.28,6.79,1708.58,122.23,130.4,7.15,1828.3,141.33,116.19,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.09,97.19,64.29,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMINTLLTD,abminternational,ABM02,17.38,-6.5,-6.51,-37.4,22.49,-1.1,-1.12,-4.89,17.61,-0.07,-0.36,-0.4,32.01,1.53,0.93,4.78,31.55,2.47,2.18,7.83,45.81,-1.35,-1.37,-2.95,30.4,1.63,1.41,5.36,60.28,9.59,8.07,15.91,17.92,1.47,1.47,8.2,20.02,-0.75,-0.8,-3.75,19.89,-1.26,-3.76,-6.33,40.92,-0.89,-0.9,-2.17,8.82,-0.01,-0.01,-0.11,28.08,-0.15,-0.16,-0.53,17.9,-1.43,-1.49,-7.99,33.65,0.44,0.2,1.31,,,,,19.69,-0.28,-0.32,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSLAMC,adityabirlasunlifeamc,ABS,311.09,250.41,191.69,80.49,304.5,141.93,102.84,46.61,323.53,210.49,158.52,65.06,334.29,250.14,186.24,74.83,331.97,231.71,173.07,69.8,303.17,207.24,154.94,68.36,315.32,208.98,156.74,66.28,278.75,195.48,146.76,70.13,255.12,165.37,125.43,64.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,acc,ACC06,3910.49,-87.33,-90.25,-2.23,4393.27,315.42,223.0,7.18,4321.86,539.22,392.69,12.48,4137.42,449.69,278.97,10.87,3653.3,625.04,448.17,17.11,3810.4,768.4,566.18,20.17,4291.97,760.98,558.13,17.73,4144.72,478.5,468.55,11.54,3467.5,556.09,363.25,16.04,2520.3,413.97,268.74,16.43,3433.02,484.45,320.79,14.11,3969.77,437.69,268.4,11.03,3464.43,456.7,299.51,13.18,4059.28,689.65,452.81,16.99,3849.63,540.73,342.8,14.05,3788.62,362.64,729.4,9.57,3363.96,325.48,206.69,9.68,3767.9,508.43,326.77,13.49,,,,,3556.99,391.01,247.44,10.99,3417.14,330.26,202.6,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELYA,accelyakalesolutions,KAL,115.27,44.51,33.11,38.61,103.03,35.01,25.17,33.98,92.79,27.65,19.82,29.8,87.22,23.84,16.98,27.33,85.27,20.17,14.23,23.65,85.73,26.08,18.36,30.42,74.18,13.53,10.89,18.24,70.97,16.6,10.91,23.39,59.22,6.01,2.05,10.15,62.43,6.26,3.56,10.03,107.62,33.67,23.67,31.29,111.71,38.17,27.02,34.17,121.78,47.79,32.56,39.24,108.83,37.94,26.4,34.86,103.64,40.68,26.47,39.25,107.75,45.7,30.26,42.41,109.98,37.67,23.24,34.25,98.37,32.63,21.92,33.17,,,,,93.26,32.73,22.01,35.1,91.95,37.38,22.3,40.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCURACY,accuracyshipping,AS26,238.12,2.16,0.07,0.91,248.84,8.17,2.55,3.28,255.01,-1.99,-4.39,-0.78,218.67,15.24,10.19,6.97,189.78,12.36,6.92,6.51,160.64,10.02,5.41,6.24,134.77,4.56,4.2,3.38,113.64,7.97,3.52,7.01,122.3,5.43,1.12,4.44,4.02,0.09,0.01,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE,actionconstructionequipment,ACE3,491.83,47.03,33.86,9.56,497.68,60.92,45.27,12.24,510.59,48.6,35.41,9.52,436.58,40.33,27.37,9.24,360.9,33.15,22.91,9.19,321.5,28.96,19.31,9.01,457.38,53.78,38.57,11.76,400.48,45.13,30.92,11.27,268.32,22.54,14.6,8.4,100.97,-1.11,-4.3,-1.1,305.47,22.18,13.61,7.26,289.26,20.99,12.72,7.26,268.12,18.92,14.31,7.06,293.37,20.6,11.82,7.02,299.66,22.63,12.19,7.55,362.64,25.51,14.85,7.03,343.98,21.78,12.39,6.33,336.25,25.8,16.59,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENT,adanienterprises,AE13,38175.23,1604.19,438.9,4.2,40844.25,1547.47,410.73,3.79,24865.52,1089.85,255.01,4.38,18757.87,623.31,-98.16,3.32,13218.02,942.1,121.74,7.13,12578.77,822.67,196.78,6.54,13525.07,911.37,209.13,6.74,11620.45,807.14,286.60,6.95,9126.42,827.57,399.24,9.07,5265.19,175.63,-148.65,3.34,13428.83,506.33,19.28,3.77,10948.17,762.88,322.21,6.97,8464.19,430.24,-42.16,5.08,10561.37,796.45,498.67,7.54,13236.62,834.76,209.81,6.31,10429.67,595.97,45.7,5.71,9154.59,394.12,55.72,4.31,7557.78,326.13,2.94,4.32,,,,,10234.03,836.62,161.37,8.17,9938.37,707.35,217.6,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIGREEN,adanigreenenergylimited,ADANI54145,1586.0,668.0,146.0,42.12,1635.0,734.0,217.0,44.89,1461.0,824.0,136.0,56.4,1400.0,854.0,48.0,61.0,1295.0,722.0,100.0,55.75,977.0,674.0,219.0,68.99,979.0,589.0,104.0,60.16,722.58,576.5,41.42,79.78,611.91,491.08,13.71,80.25,778.51,569.5,19.77,73.15,692.67,138.69,64.0,20.02,501.43,268.45,-128.77,53.54,674.78,468.78,101.5,69.47,660.81,260.39,-98.01,39.4,680.95,217.16,-87.95,31.89,456.22,313.02,-120.27,68.61,448.61,-93.68,-187.95,-20.88,472.19,45.9,-74.27,9.72,,,,,341.07,95.79,11.46,28.09,169.3,48.42,-32.4,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS,adaniportsspecialeconomiczone,MPS,5210.8,2474.42,1734.79,47.49,4637.95,1541.89,986.13,33.25,3845.03,1765.64,970.47,45.92,3797.1,2350.38,1423.15,61.9,3532.42,2173.15,932.79,61.52,4556.81,2003.87,1302.55,43.98,3607.9,2178.69,1327.15,60.39,3746.49,2628.43,1580.20,70.16,2902.52,2357.4,1396.55,81.22,2292.69,1397.05,759.11,60.93,2921.19,629.16,344.47,21.54,3336.25,2206.31,1356.59,66.13,2821.16,1406.44,1059.19,49.85,2794.47,1878.17,1028.67,67.21,3082.49,2095.38,1314.22,67.98,2823.91,2213.5,1418.96,78.38,2608.01,1095.32,614.23,42.0,2411.03,1176.22,697.4,48.78,,,,,3182.86,1717.12,929.06,53.95,2688.85,1909.81,1001.0,71.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,adanipower,AP11,7043.77,1516.97,695.53,21.54,13723.06,6689.63,4779.86,48.75,10597.78,7168.33,4645.47,67.64,5360.88,1219.11,218.49,22.74,5183.66,766.45,-230.6,14.79,6568.86,1518.02,278.22,23.11,6373.6,1361.2,13.13,21.36,6894.84,1017.65,-288.74,14.76,7749.21,4257.97,2228.05,54.95,5203.83,758.25,-682.46,14.57,6172.43,-408.71,-1312.86,-6.62,6574.82,774.22,-702.4,11.78,5915.69,1483.11,3.88,25.07,7804.78,2204.27,-263.39,28.24,6721.72,1272.63,634.64,18.93,6380.33,690.26,-1180.78,10.82,7104.22,2108.6,386.89,29.68,3829.68,609.17,-825.15,15.91,,,,,4064.17,717.92,-648.57,17.66,4844.46,126.93,-1280.47,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATGL,adanitotalgas,ADG01,1115.5,208.84,139.33,18.72,1042.35,203.91,137.84,19.56,1012.02,118.84,75.79,11.74,883.27,190.4,131.58,21.56,648.19,225.78,158.89,34.83,494.33,196.75,138.4,39.8,584.48,206.71,144.82,35.37,496.11,205.46,145.13,41.41,417.86,202.55,135.67,48.47,197.15,71.44,46.33,36.24,462.25,166.13,122.07,35.94,489.17,153.51,114.47,31.38,472.57,135.77,120.43,28.73,450.56,133.04,79.27,29.53,465.86,133.03,75.68,28.56,457.34,101.53,45.5,22.2,423.17,117.02,52.19,27.65,372.59,122.43,55.34,32.86,,,,,445.57,102.91,42.84,23.1,327.53,95.43,37.27,29.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
